ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|d101592c32fd22a47390bd865ea964bb|2022-01-21|02:15:02|1642731302|gas_transport|12.26|1|fraud_Raynor, Feest and Miller|41.666869|-74.311617
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|1d1d038f95f7dbb9789e9bacfe5590a9|2022-01-21|00:44:49|1642725889|grocery_pos|294.96|1|fraud_Doyle Ltd|41.085765|-73.468793
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|1f10e94f686c606b221d93ee1f515af7|2022-01-21|23:01:18|1642806078|misc_net|296.05|1|fraud_Bogisich-Homenick|40.665313|-72.823534
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|0480adf267b0add6556aac6c7222d03b|2022-01-21|23:55:21|1642809321|misc_net|279.88|1|fraud_Herman, Treutel and Dickens|40.981476|-74.144804
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|51a03069a91e1fc55823ef50b9f56500|2022-01-22|19:51:12|1642881072|shopping_pos|746.33|1|fraud_Haley, Jewess and Bechtelar|41.213792|-73.108538
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|9d719ebffb3e40c9434fe0b36a428f40|2022-01-22|22:08:39|1642889319|shopping_net|978.33|1|fraud_Volkman-Predovic|40.537502|-73.944967
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|e15994c6b682677bd2793654ad3db2c0|2022-01-21|23:46:49|1642808809|grocery_pos|992.64|1|fraud_Cole PLC|42.125499|-73.268644
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|dc0c81aacf6d482ef9b1afe72f39babf|2022-01-21|22:31:26|1642804286|grocery_pos|1041.31|1|fraud_Schultz, Simonis and Little|41.011400|-73.533248
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|8c2c12fa8a445061e64227415a4e43ed|2022-01-09|04:19:43|1641701983|misc_pos|98.75|0|fraud_Smith-Stokes|40.926772|-73.225020
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|102a8fb2dd3381d5594d3ad0489ecdb1|2022-01-04|05:26:46|1641274006|grocery_pos|59.00|0|fraud_Schultz, Simonis and Little|40.735194|-73.936046
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|90f7d836a3329e92fc643aff33d7e41e|2022-01-10|04:58:41|1641790721|shopping_net|84.27|0|fraud_Auer-West|41.638929|-74.423314
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|43d0c4b3af3b3fcf871fcffe761f0c2c|2022-01-12|09:35:23|1641980123|shopping_net|61.56|0|fraud_Goyette Inc|41.051771|-72.571491
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|fb587c20fb641b38371e24d66709d75b|2022-01-16|00:06:42|1642291602|entertainment|59.09|0|fraud_Larson-Moen|42.127393|-74.421879
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|3a5f2927123e5209a084f4351e7887b8|2022-01-07|02:49:47|1641523787|grocery_pos|77.04|0|fraud_Bauch-Raynor|40.561509|-74.037999
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|0b79ae357bbe509383e1868e25898d75|2022-01-06|04:51:19|1641444679|grocery_pos|69.68|0|fraud_Hudson-Ratke|42.001719|-72.806672
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|ddb675e812bf1825522038f1e3a00a11|2022-01-07|08:44:20|1641545060|grocery_pos|80.21|0|fraud_Koepp-Parker|41.893740|-73.829346
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|7e118d4e7313c74134dd4ff35a1b7680|2022-01-19|09:57:03|1642586223|food_dining|76.88|0|fraud_Armstrong, Walter and Gottlieb|40.450694|-72.900910
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|f99f69643f29b73bbcb930bf8bd321a5|2022-01-14|06:25:40|1642141540|shopping_pos|86.83|0|fraud_Okuneva, Schneider and Rau|41.542280|-73.345044
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|ef1b603f2fe94bf1bf2839a50ed4f512|2022-01-13|05:42:23|1642052543|shopping_pos|102.39|0|fraud_Denesik and Sons|42.109666|-73.260447
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|aabe73103df3b54274396059d75a0495|2022-01-10|06:29:24|1641796164|misc_pos|75.33|0|fraud_Lehner, Reichert and Mills|40.150846|-72.934192
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|868a9c7d59bd0af6f905b08cd6e4126e|2022-01-17|08:22:03|1642407723|entertainment|40.09|0|fraud_Morissette LLC|40.733958|-73.241623
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|6983d7ea910580c89de7858130e5e70b|2022-01-08|10:16:01|1641636961|misc_net|80.22|0|fraud_Dooley-Thompson|42.013060|-74.299818
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|bd4d07d85de4548c03a6d189e9b75ef5|2022-01-02|08:45:24|1641113124|gas_transport|59.60|0|fraud_Lind, Huel and McClure|40.366057|-74.354328
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|9758fbe2fd2746ff7dd18b84aed3fc5d|2022-01-11|03:27:07|1641871627|shopping_net|77.04|0|fraud_Predovic Inc|41.241647|-74.023704
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|aa31cc06db8b02d97c2115d80d408985|2022-01-19|08:34:20|1642581260|food_dining|123.45|0|fraud_O'Hara-Wilderman|41.344860|-73.133176
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|b3d32dd1723dbcafdf195bcc4b58dea3|2022-01-03|09:49:34|1641203374|grocery_net|88.86|0|fraud_Kling-Grant|40.542395|-73.299924
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|9dd5daeb35e37bced0e4da12ee0b2c0e|2022-01-12|04:18:50|1641961130|shopping_net|94.32|0|fraud_Little, Gutmann and Lynch|40.663168|-73.591336
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|dc5b63606322fd209ab29ca3514992a9|2022-01-09|10:30:30|1641724230|misc_pos|119.55|0|fraud_Haley Group|41.945873|-72.876193
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|0dfdfa09b62af11d0d587c3bb5386413|2022-01-07|07:51:24|1641541884|grocery_pos|108.47|0|fraud_Heidenreich PLC|40.319797|-73.721248
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|4a65e9c7c19f3b218473683a9cc5c6ec|2022-01-07|10:07:18|1641550038|grocery_pos|1.65|0|fraud_Murray-Smitham|40.688560|-74.561309
115-04-4507|4218196001337|Jonathan|Johnson|M|863 Lawrence Valleys|Stamford|CT|06903|41.1352|-73.5684|122486|Accounting technician|1954-10-03|888022315787|adults_50up_male_urban.json|3ee63b2e609eda7dfb778a183a0f48a5|2022-01-02|02:04:29|1641089069|gas_transport|12.24|0|fraud_Raynor, Feest and Miller|41.677438|-73.294173
