ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|d101592c32fd22a47390bd865ea964bb|2022-01-04|02:10:16|1641262216|gas_transport|12.26|1|fraud_Mraz-Herzog|37.275669|-96.735317
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|1d1d038f95f7dbb9789e9bacfe5590a9|2022-01-04|02:21:47|1641262907|grocery_pos|294.96|1|fraud_Kutch and Sons|36.694565|-95.892493
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|1f10e94f686c606b221d93ee1f515af7|2022-01-04|02:11:41|1641262301|grocery_pos|296.05|1|fraud_Kunze Inc|36.274113|-95.247234
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|0480adf267b0add6556aac6c7222d03b|2022-01-04|11:02:01|1641294121|misc_net|279.88|1|fraud_Nader-Heller|36.590276|-96.568504
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|51a03069a91e1fc55823ef50b9f56500|2022-01-04|01:40:37|1641260437|grocery_pos|271.45|1|fraud_Heller, Gutmann and Zieme|36.822592|-95.532238
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|9d719ebffb3e40c9434fe0b36a428f40|2022-01-04|01:44:13|1641260653|grocery_pos|793.14|1|fraud_Miller-Hauck|36.146302|-96.368667
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|e15994c6b682677bd2793654ad3db2c0|2022-01-05|23:01:31|1641423691|shopping_pos|7.91|1|fraud_Morissette PLC|37.734299|-95.692344
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|dc0c81aacf6d482ef9b1afe72f39babf|2022-01-05|22:12:59|1641420779|misc_pos|891.40|1|fraud_Kemmer-Buckridge|36.620200|-95.956948
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|8c2c12fa8a445061e64227415a4e43ed|2022-01-06|10:38:21|1641465501|grocery_pos|65.23|0|fraud_Moen, Reinger and Murphy|36.288696|-95.782440
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|102a8fb2dd3381d5594d3ad0489ecdb1|2022-01-09|04:32:13|1641702733|misc_net|47.60|0|fraud_Miller-Harris|37.179224|-96.584905
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|90f7d836a3329e92fc643aff33d7e41e|2022-01-06|07:20:13|1641453613|grocery_pos|67.50|0|fraud_Lockman Ltd|37.012476|-96.464132
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|43d0c4b3af3b3fcf871fcffe761f0c2c|2022-01-09|04:42:57|1641703377|misc_net|63.26|0|fraud_Kerluke, Kertzmann and Wiza|36.721064|-95.181427
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|fb587c20fb641b38371e24d66709d75b|2022-01-01|07:59:23|1641023963|gas_transport|58.58|0|fraud_Bernhard Inc|37.436207|-96.807503
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|0b79ae357bbe509383e1868e25898d75|2022-01-06|06:51:50|1641451910|grocery_pos|70.96|0|fraud_Hackett-Lueilwitz|35.751091|-95.449862
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|ddb675e812bf1825522038f1e3a00a11|2022-01-08|01:48:57|1641606537|grocery_pos|58.54|0|fraud_Hudson-Ratke|37.018227|-96.468189
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|7e118d4e7313c74134dd4ff35a1b7680|2022-01-07|10:34:33|1641551673|grocery_pos|68.72|0|fraud_Vandervort-Funk|37.226462|-95.888739
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|f99f69643f29b73bbcb930bf8bd321a5|2022-01-07|00:11:16|1641514276|grocery_pos|91.01|0|fraud_Goldner, Kovacek and Abbott|36.599374|-96.972761
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|ef1b603f2fe94bf1bf2839a50ed4f512|2022-01-09|11:28:33|1641727713|misc_net|91.23|0|fraud_Klocko LLC|35.894488|-95.225887
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|868a9c7d59bd0af6f905b08cd6e4126e|2022-01-01|06:04:24|1641017064|gas_transport|50.76|0|fraud_Tillman, Dickinson and Labadie|37.413190|-95.827081
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|6983d7ea910580c89de7858130e5e70b|2022-01-08|03:26:02|1641612362|grocery_pos|35.58|0|fraud_Goodwin-Nitzsche|36.040188|-96.737209
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|bd4d07d85de4548c03a6d189e9b75ef5|2022-01-02|05:20:36|1641100836|gas_transport|60.75|0|fraud_Kutch, Hermiston and Farrell|36.360517|-95.194137
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|b3d32dd1723dbcafdf195bcc4b58dea3|2022-01-09|10:15:47|1641723347|misc_net|34.97|0|fraud_Stehr, Jewess and Schimmel|36.243059|-96.786513
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|9dd5daeb35e37bced0e4da12ee0b2c0e|2022-01-02|08:07:45|1641110865|gas_transport|54.17|0|fraud_Luettgen PLC|37.304232|-95.223831
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|dc5b63606322fd209ab29ca3514992a9|2022-01-03|04:20:42|1641183642|gas_transport|47.62|0|fraud_Rodriguez Group|36.556755|-95.750777
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|0dfdfa09b62af11d0d587c3bb5386413|2022-01-09|05:44:06|1641707046|misc_net|61.89|0|fraud_Hayes, Marquardt and Dibbert|36.053107|-95.132338
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|4a65e9c7c19f3b218473683a9cc5c6ec|2022-01-07|10:41:31|1641552091|grocery_pos|45.14|0|fraud_Kutch and Sons|37.473211|-95.039688
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|3ee63b2e609eda7dfb778a183a0f48a5|2022-01-03|07:47:24|1641196044|gas_transport|56.06|0|fraud_Stroman, Hudson and Erdman|37.365543|-95.229268
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|1294f46ea373d22adee1582638594e8c|2022-01-02|07:05:32|1641107132|gas_transport|50.52|0|fraud_Olson, Becker and Koch|35.793573|-95.518971
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|4d9e0573a631ac19ec1cec71c4d67c84|2022-01-02|10:15:56|1641118556|gas_transport|52.06|0|fraud_Rodriguez Group|36.408371|-95.130468
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|864ef29fda5d4bee19900b23fdd0b7ad|2022-01-07|08:07:27|1641542847|grocery_pos|29.13|0|fraud_DuBuque LLC|37.365499|-96.458489
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|1858eb2f65547da93a4f410da21c0482|2022-01-09|09:06:37|1641719197|misc_net|50.39|0|fraud_Dooley-Thompson|37.318749|-96.775909
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|e68fa815f8ef9f6c32b0653c31df84f8|2022-01-07|00:41:11|1641516071|grocery_pos|73.22|0|fraud_Stracke-Lemke|37.488334|-95.274913
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|31c890a5a15baaea5a47dedb90547f95|2022-01-08|02:09:52|1641607792|grocery_pos|3.39|0|fraud_Casper, Hand and Zulauf|36.188867|-95.358927
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|6dc176284b63cf225351614641ef8398|2022-01-01|02:05:34|1641002734|gas_transport|4.31|0|fraud_Conroy-Cruickshank|36.664606|-96.381718
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|1dfe73d640ccac986e6b093629894668|2022-01-07|09:04:12|1641546252|grocery_pos|3.18|0|fraud_Bailey-Morar|37.334691|-96.536909
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|73bbdab78e1cd0c7f9a9524e923a047b|2022-01-01|08:21:42|1641025302|gas_transport|6.89|0|fraud_Erdman-Kertzmann|35.791329|-96.605840
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|da44b7254d2c86818882bd2359fd8494|2022-01-01|10:56:39|1641034599|gas_transport|18.69|0|fraud_Corwin-Collins|37.677778|-96.433850
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|5035eec3c7503251b0e3fcf50809d16d|2022-01-16|19:02:40|1642359760|shopping_pos|1.60|0|fraud_Jast-McDermott|37.026963|-96.192743
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|b1c27c452f8d3694e96a2dc66af4e925|2022-01-22|13:53:01|1642859581|health_fitness|1.14|0|fraud_Hamill-D'Amore|37.706299|-95.919669
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|6d26a3ca80f0366b113590489063dfce|2022-01-10|18:05:59|1641837959|misc_pos|3.51|0|fraud_Williamson LLC|37.622474|-96.761416
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|619721bd0b1c8570871f03ab8c9761b1|2022-01-11|20:58:05|1641934685|misc_pos|7.54|0|fraud_McCullough LLC|37.684801|-96.634964
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|47385fff568683cca2d16e2cd9836e08|2022-01-10|16:56:13|1641833773|misc_net|9.20|0|fraud_Parisian, Schiller and Altenwerth|37.669069|-96.461167
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|a64bc024383ece0036e50e58afed305d|2022-01-25|20:13:04|1643141584|home|57.92|0|fraud_O'Reilly, Mohr and Purdy|35.960805|-96.122972
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|42f737292dd585080540e18568111a22|2022-01-29|12:58:23|1643461103|kids_pets|23.07|0|fraud_Waelchi Inc|37.201090|-96.364745
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|310e5f7f3c56400668647dea521edf28|2022-01-28|19:05:22|1643396722|kids_pets|108.51|0|fraud_Weimann-Lockman|36.956418|-95.969254
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|a9e175790d48fd6115451d283a16dc02|2022-01-14|22:20:55|1642198855|shopping_net|2.47|0|fraud_Kuhic LLC|36.514391|-95.838924
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|a4b0af683952a7d9e2511053a397d8d4|2022-01-20|17:15:08|1642698908|food_dining|6.46|0|fraud_Kilback Group|36.253445|-95.574529
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|f62a154741679e2a23528b17db2291c0|2022-01-13|22:53:26|1642114406|shopping_net|12.54|0|fraud_Predovic Inc|35.747383|-95.140950
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|5a7777cfd76d358dc2ee7c25f03f89b8|2022-01-20|14:16:41|1642688201|entertainment|2.42|0|fraud_Johns Inc|36.820904|-95.553240
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|e782acfde5541e9ec74e59ce9bf4bf3c|2022-01-21|20:28:44|1642796924|food_dining|6.35|0|fraud_Haag-Blanda|37.227900|-95.650843
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|4bcfccda18a3326c80ae920f72cb8c76|2022-01-17|21:06:39|1642453599|entertainment|9.44|0|fraud_Dibbert and Sons|36.472443|-96.852152
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|fb3540f6bdc785319c78352b875ae4f6|2022-01-29|18:18:34|1643480314|kids_pets|6.67|0|fraud_Bode-Schuster|37.072475|-96.331700
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|ca5e14e76f3d07f8dd405f2a17e36e13|2022-01-24|16:23:49|1643041429|health_fitness|109.95|0|fraud_Friesen Ltd|36.371831|-95.296069
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|6fbd1a975fa12389ee3bbfc8e372b1a0|2022-01-23|22:04:15|1642975455|health_fitness|4.10|0|fraud_Greenholt Ltd|37.183509|-96.391455
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|b2e1586007ef6e04ff6159a2da316b17|2022-01-13|19:58:35|1642103915|shopping_net|6.96|0|fraud_Boyer PLC|36.362569|-96.175314
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|9a2d0f9a8f375b6fa3bd3cc5cdf2d7e4|2022-01-24|15:47:46|1643039266|health_fitness|1.97|0|fraud_Hirthe-Beier|36.548801|-96.400790
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|24e708becf23807793b6ca825bfc9515|2022-01-25|18:29:04|1643135344|home|7.77|0|fraud_McDermott, Osinski and Morar|35.998576|-96.151207
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|28f91f3daa5489c54b780222c92aa69e|2022-01-18|15:59:04|1642521544|entertainment|3.53|0|fraud_Padberg-Rogahn|37.624727|-95.637464
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|8ac916bf98d9698a66cdfa9a56774ded|2022-01-25|21:19:08|1643145548|home|6.80|0|fraud_Terry Ltd|37.549611|-95.761070
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|410610ae35681c01b8380401175586e2|2022-01-19|21:46:22|1642628782|entertainment|3.64|0|fraud_Schroeder, Hauck and Treutel|36.345900|-95.896226
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|cf58dad33c3ca088d80ab548a09794a8|2022-01-13|23:25:17|1642116317|shopping_net|2.15|0|fraud_Lemke-Gutmann|35.744812|-96.418273
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|eeb287bf0df9a874f9224831bd88ac9c|2022-01-25|14:01:08|1643119268|home|3.37|0|fraud_Champlin and Sons|36.603776|-95.832130
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|1a7063f2999f467d30e94dff7de4f150|2022-01-12|17:27:32|1642008452|misc_pos|8.61|0|fraud_McGlynn-Jaskolski|37.053411|-96.062124
715-55-5575|4351161559407816183|Edward|Fuller|M|310 Kendra Common Apt. 164|Bartlesville|OK|74003|36.744|-95.9921|39999|Professor Emeritus|1983-06-07|917558277935|adults_2550_male_urban.json|ec1ed087fa6a99e2a9a7e80e009fd5f3|2022-01-10|13:29:11|1641821351|misc_pos|5.01|0|fraud_Buckridge PLC|36.628320|-96.564697
